USER_ID,ITEM_ID,RATING,TIMESTAMP
9,25,4,978226041
9,349,4,978226564
9,920,3,978225401
9,428,3,978226580
10,648,4,978224925
10,720,5,979775240
10,653,4,978227051
10,586,3,978228747
10,587,5,978227028
10,588,4,978225900
10,589,4,978226128
10,223,2,978225900
10,150,5,978226319
10,1,5,978226474
10,2,5,979168267
10,153,3,978229917
10,7,4,978227763
10,802,5,978226425
10,1196,5,979168108
10,590,5,978227646
10,1197,5,979167660
10,1198,5,978225630
10,592,4,978227263
10,594,5,978226913
10,595,5,980638533
10,596,4,978228174
10,597,4,978224375
10,743,3,978224375
10,671,3,978228408
10,745,5,979168564
10,316,5,978227503
10,317,4,978228625
10,318,4,979775159
10,248,5,978229811
10,750,4,979775386
10,253,5,978228886
10,180,2,978226766
10,329,5,978229147
10,186,3,978229938
10,902,5,979167926
10,830,5,978229716
10,904,4,979775329
10,765,4,978230330
10,1009,5,979168267
10,333,3,978228911
10,260,5,979168077
10,339,5,979167945
10,912,3,978225708
10,913,3,978225900
10,914,5,978226805
10,915,5,978227215
10,916,5,979168424
10,918,5,978227215
10,919,5,978225561
10,1012,3,978227462
10,1015,3,978230923
10,1016,5,978229171
10,1019,4,978227763
10,344,4,978229343
10,24,3,978230586
10,275,4,979776321
10,277,3,978226147
10,920,5,978227029
10,923,3,980638575
10,924,3,979168183
10,780,5,978228625
10,926,4,978226212
10,1020,3,978228726
10,784,3,978230946
10,858,3,978224375
10,1022,5,979775689
10,1023,5,979775485
10,1025,4,978228074
10,1028,5,978226068
10,351,4,978229562
10,32,5,979168160
10,282,5,978229716
10,356,5,978226833
10,357,5,979167887
10,932,2,979167985
10,938,4,978229273
10,1101,4,978228153
10,1030,3,978230946
10,1031,4,978228546
10,1104,4,978227263
10,1032,4,978228428
10,1035,5,979775485
10,435,4,978229498
10,364,4,978226698
10,292,4,978228798
10,367,4,979168267
10,368,4,978227003
10,48,4,978230090
10,943,4,978227166
10,1042,5,978228601
10,370,3,978229389
10,953,5,978226474
10,954,5,978225922
10,1124,5,978229075
10,1125,4,978229562
10,520,4,978230923
10,1127,4,979168108
10,1129,4,979168210
10,1059,5,979168008
10,527,4,979775615
10,62,5,978227051
10,963,5,978227669
10,1200,5,979168160
10,1201,2,978225853
10,969,3,979167867
10,898,4,979167630
10,899,4,979167758
10,1135,4,978229435
10,1136,4,979168424
10,539,5,978227239
10,104,3,978227551
10,971,5,978227551
10,1073,5,979168267
10,541,5,978225630
10,542,4,978230386
10,1148,5,978225541
10,543,4,978228848
10,1079,5,978225800
10,110,4,978225853
10,116,3,979775053
10,1080,5,978225824
10,551,3,978224549
10,1084,4,978226698
10,480,4,978224705
10,1088,5,978227300
10,1091,3,978229753
10,1097,5,979168108
10,203,4,978230426
10,208,4,978230132
11,216,4,978904376
11,1188,4,978220319
11,586,1,978904356
11,587,3,978219045
11,663,4,978904024
11,590,3,978902349
11,1197,5,978903297
11,1198,4,978218913
11,593,5,978219607
11,597,3,978220521
11,231,3,978904192
11,318,5,978219547
11,246,4,978902439
11,249,3,978220645
11,764,5,978219869
11,333,4,978904356
11,778,4,978219895
11,342,3,978221632
11,345,4,978220669
11,272,2,978902477
11,784,2,978904376
11,788,1,978904053
11,356,5,978903209
11,357,1,978903395
11,36,3,978902405
11,435,1,978904682
11,47,3,978902560
11,1042,2,978221225
11,440,2,978220361
11,441,3,978220561
11,515,3,978220867
11,50,5,978219607
11,1059,4,978220622
11,454,2,978220930
11,1136,4,978902965
11,531,3,978902521
11,608,5,978219667
11,104,5,978903811
11,543,5,978219917
11,85,1,978902286
11,110,3,978902349
11,88,4,978904663
11,986,1,978220829
11,1080,4,978903076
11,551,3,978221164
11,480,4,978220743
11,481,5,978221260
11,1089,5,978219776
11,994,5,978219733
11,708,1,978902586
12,1193,4,978220179
12,1198,5,978218949
12,593,5,978220193
12,813,3,978218949
12,919,5,978220120
12,923,5,978220237
12,858,5,978218949
12,934,2,978218568
12,111,5,978220179
12,999,4,978218568
13,648,3,978201927
13,589,5,978201811
13,2,3,978202563
13,153,3,978202125
13,1196,5,978201342
13,590,4,978202246
13,1197,4,978201320
13,736,4,978202073
13,1198,5,978202201
13,592,3,978202377
13,593,5,978201672
13,165,3,978201946
13,316,3,978202524
13,318,4,978201660
13,329,4,978201987
13,1009,2,978202563
13,10,3,978201884
13,260,5,978202219
13,919,4,978202201
13,21,3,978201884
13,349,3,978202353
13,780,4,978201927
13,421,5,978202491
13,434,3,978202151
13,368,2,978201969
13,296,4,978201368
13,1049,3,978202073
13,517,3,978202151
13,50,4,978201724
13,952,3,978202328
13,1127,4,978202328
13,1129,3,978202328
13,380,3,978201927
13,527,5,978201660
13,60,2,978202491
13,457,2,978201811
13,459,3,978202039
13,1073,3,978202246
13,110,4,978201777
13,552,3,978202543
13,480,4,978202328
13,1097,5,978201368
14,296,5,978201244
14,608,1,978201244
15,648,4,978212463
15,141,4,978198350
15,653,2,978212570
15,587,3,978198535
15,6,4,978198250
15,805,4,978198420
15,1193,4,978199279
15,733,3,978212698
15,1196,4,978212628
15,1198,4,978196126
15,593,4,978199279
15,300,4,978197928
15,231,2,978198790
15,160,2,978212507
15,161,4,978212013
15,748,3,978196103
15,318,4,978197830
15,257,3,978212463
15,832,4,978198581
15,762,3,978212352
15,260,4,978212645
15,266,4,978198907
15,344,4,978198640
15,780,2,978198735
15,788,3,978198874
15,32,3,978198235
15,356,4,978198169
15,357,1,978198125
15,500,4,978198493
15,434,3,978212329
15,364,4,978198062
15,367,4,978212166
15,368,3,978198493
15,47,4,978198104
15,296,3,978197928
15,442,3,978198790
15,517,3,978212463
15,50,4,978197842
15,524,4,978198150
15,380,3,978197453
15,527,4,978197830
15,457,4,978197971
15,70,2,978212287
15,539,4,978198469
15,73,4,978197903
15,104,4,978198235
15,110,5,978196933
15,553,4,978198649
15,480,4,978197998
15,628,4,978198040
15,1092,4,978198581
16,266,2,978174188
17,1179,5,978160157
17,720,5,978159210
17,1185,5,978158471
17,589,5,978159435
17,223,4,978159762
17,1193,5,978158471
17,1196,5,978160436
17,590,4,978159683
17,593,5,978159289
17,595,5,978159762
17,300,5,978159815
17,235,5,978159815
17,162,5,978159435
17,163,4,978160304
17,164,4,978161166
17,741,5,978159351
17,316,4,978161068
17,318,5,978159234
17,319,4,978159896
17,247,5,978159989
17,750,5,978160490
17,329,3,978161068
17,260,5,978160436
17,198,4,978160680
17,913,5,978159013
17,1019,5,978160993
17,340,3,978160129
17,24,3,978160933
17,924,5,978160490
17,780,4,978160993
17,30,5,978159142
17,32,5,978160490
17,428,5,978159784
17,356,5,978159896
17,34,5,978159683
17,866,5,978159315
17,503,2,978159568
17,293,5,978159683
17,296,5,978159386
17,942,4,978159040
17,50,5,978159289
17,446,5,978159351
17,1127,4,978160616
17,1129,4,978160792
17,527,4,978159210
17,454,4,978160260
17,529,4,978160304
17,457,5,978159859
17,1200,4,978160436
17,968,4,978160739
17,1069,4,978159013
17,76,4,978160887
17,610,4,978160993
17,541,5,978158919
17,1077,5,978160680
17,110,4,978159386
17,480,4,978160075
17,628,4,978159989
17,707,4,978161166
17,1097,3,978160616
17,496,3,978159989
18,648,4,978153370
18,1185,5,978156822
18,1186,1,978156664
18,653,3,978152541
18,586,4,978155233
18,588,5,978154798
18,589,5,978153053
18,222,3,978156638
18,1,4,978154768
18,2,2,978152541
18,153,3,978153795
18,158,4,978154534
18,1193,4,978156168
18,1196,5,978152973
18,590,4,978154388
18,1197,5,978154361
18,736,1,978154572
18,1198,5,978152973
18,737,1,978154005
18,592,4,978153219
18,594,5,978154834
18,595,5,978154834
18,596,4,978154834
18,302,5,978156954
18,232,4,978156766
18,163,5,978153303
18,168,1,978154572
18,741,5,978154907
18,313,4,978154962
18,249,4,978157082
18,327,3,978153894
18,902,5,978152203
18,838,4,978157335
18,839,1,978154050
18,1005,1,978155434
18,405,1,978153874
18,10,5,978153344
18,260,5,978152454
18,261,5,978157259
18,262,5,978155186
18,266,3,978157412
18,17,4,978156535
18,919,5,978154361
18,1013,3,978155293
18,778,5,978156753
18,412,5,978156986
18,26,4,978157335
18,29,3,978154361
18,920,5,978156444
18,780,3,978153540
18,783,3,978154962
18,1022,5,978154907
18,1025,4,978154962
18,421,4,978154467
18,1028,5,978155186
18,1029,4,978154931
18,353,5,978153426
18,34,5,978155186
18,288,4,978153612
18,1032,4,978154907
18,1033,4,978154982
18,1036,3,978153033
18,434,2,978153612
18,364,5,978154798
18,291,1,978152203
18,292,4,978153513
18,44,4,978153795
18,367,4,978152486
18,368,3,978153219
18,47,1,978155654
18,296,5,978155542
18,48,4,978155072
18,940,4,978154433
18,1049,1,978154621
18,50,5,978155510
18,377,2,978153219
18,1126,1,978152596
18,380,3,978153303
18,527,5,978156146
18,454,3,978157412
18,1200,4,978153033
18,1201,4,978152999
18,969,5,978153033
18,1064,2,978155020
18,531,5,978155207
18,532,1,978155861
18,466,3,978153683
18,1073,4,978152454
18,616,5,978155020
18,546,2,978154104
18,475,4,978157031
18,110,5,978152973
18,86,3,978157068
18,551,5,978155207
18,552,2,978153540
18,555,4,978153192
18,1089,5,978155654
18,485,2,978153854
18,95,1,978153557
18,1094,4,978156595
18,1097,5,978152454
18,493,3,978155721
18,208,1,978153771
19,648,3,978147357
19,720,5,978555994
19,1188,5,978556835
19,588,4,978556083
19,589,4,982190992
19,223,5,983074267
19,1,5,978555994
19,1193,5,982730936
19,733,5,978147210
19,1196,5,978146799
19,1197,4,978146863
19,1198,4,978146799
19,592,4,978555732
19,593,5,978146713
19,594,3,978556036
19,595,3,978556083
19,596,4,978556129
19,165,5,978147253
19,741,2,978555994
19,318,4,994556598
19,329,5,978299588
19,330,4,978555441
19,405,1,983124158
19,10,5,978147137
19,260,3,978146799
19,17,4,978554393
19,198,3,978557492
19,842,2,978555404
19,919,4,978555814
19,858,4,978555606
19,785,4,979429334
19,1022,3,978556177
19,1025,3,978556129
19,420,4,978299698
19,1029,4,978556129
19,32,4,982190271
19,356,4,978556909
19,34,3,978556367
19,1036,5,978299725
19,364,3,978556036
19,368,2,978147113
19,47,4,978554124
19,940,4,978555732
19,879,1,982190857
19,377,4,978147137
19,1127,3,978555732
19,380,4,978147271
19,527,3,978146727
19,457,3,978146863
19,1200,3,978555633
19,76,1,978300170
19,1073,5,978555881
19,1148,4,982381689
19,110,4,978555662
19,111,4,982125019
19,1080,3,978556835
19,480,4,982190693
19,1090,3,978300207
19,1097,3,978557204
20,648,4,978143369
20,589,4,978143508
20,47,5,978143306
20,457,4,978143508
20,70,4,978143369
20,110,5,978143508
21,585,3,978138933
21,588,3,978139423
21,1,3,978139347
21,596,1,978139446
22,648,2,978134504
22,216,2,978154178
22,145,2,980066401
22,585,4,978154051
22,586,3,978154267
22,587,2,978136667
22,589,4,978154810
22,223,4,978153710
22,733,4,980066421
22,1196,4,978134004
22,663,3,978153826
22,1197,3,978134929
22,736,2,978136997
22,1198,4,981605568
22,592,2,978136043
22,230,2,978136699
22,231,3,978154051
22,161,3,978136175
22,163,3,978136539
22,165,3,980066476
22,671,5,978134995
22,818,4,978154486
22,678,4,981605460
22,312,2,978154091
22,316,3,978154862
22,318,5,978135389
22,173,3,978154929
22,248,2,978154178
22,180,4,978153912
22,256,2,978154976
22,257,3,978136997
22,185,2,978137099
22,833,2,978154448
22,908,4,991149661
22,330,3,978153864
22,10,3,980066459
22,333,3,978154267
22,16,4,978135979
22,910,4,991149892
22,771,5,978134623
22,919,3,978135611
22,849,3,978137027
22,344,2,978154074
22,780,3,978154891
22,1020,2,978154379
22,784,4,978154139
22,858,4,978135406
22,786,1,978137076
22,353,1,978136857
22,32,4,978135925
22,429,4,980066054
22,39,2,978153593
22,288,2,978136733
22,500,3,978154111
22,1034,4,991149472
22,798,1,978137118
22,799,2,978153772
22,1036,4,978136553
22,1037,1,978137099
22,434,3,980066509
22,292,3,978136836
22,368,4,978153806
22,47,4,978136641
22,296,3,978135523
22,1047,4,978136641
22,442,2,978154862
22,370,3,978137282
22,377,1,978136719
22,1127,4,981605320
22,380,4,978153826
22,454,2,978136616
22,457,3,980066357
22,65,3,981605647
22,1200,4,978136441
22,1136,4,978134725
22,532,4,978154155
22,608,5,978135545
22,70,4,978136888
22,466,3,978154486
22,104,3,978153710
22,610,4,978135175
22,1073,3,981605583
22,542,3,981605666
22,543,4,978136804
22,546,2,978155040
22,473,2,978154448
22,474,3,978136641
22,81,4,978153669
22,110,4,978135627
22,111,4,978134073
22,112,2,980066476
22,1080,4,978134875
22,480,2,978154833
22,555,4,980066372
22,1089,4,978136426
22,485,4,980066544
22,95,4,978136903
22,1091,2,978153321
22,708,3,978154074
22,1097,3,991149289
22,208,2,980066243
23,1179,3,978462452
23,648,4,978460739
23,720,4,978463614
23,1188,3,978465336
23,1189,3,978463137
23,659,2,978466366
23,589,4,978463892
23,1,4,978463614
23,2,2,978461604
23,6,3,978462452
23,661,2,978460739
23,1196,5,978463892
23,1199,3,978463893
23,592,3,978462554
23,593,4,978133468
23,595,3,978463711
23,161,2,978466204
23,235,3,978465419
23,162,2,978463137
23,671,3,978464728
23,745,3,978463614
23,674,4,978464842
23,748,3,978464598
23,316,3,978464728
23,317,3,978461513
23,319,2,978466204
23,750,4,978463892
23,327,2,993706949
23,329,3,978464541
23,187,3,978465575
23,903,3,978465666
23,904,3,978465666
23,908,3,978133428
23,1009,2,978461513
23,260,5,978461308
23,11,2,978465404
23,16,4,978466309
23,196,4,978133428
23,911,5,978466366
23,198,4,978464367
23,915,3,993706477
23,1019,2,978461308
23,21,4,978465404
23,348,2,978465537
23,29,3,978464076
23,924,2,978463956
23,780,4,978464541
23,858,5,978462095
23,788,3,978461677
23,32,4,978464112
23,34,3,978465212
23,357,1,978465462
23,39,4,978465404
23,866,4,978462330
23,1036,5,978465796
23,431,3,978462554
23,435,2,978133468
23,293,2,978462452
23,45,4,978465504
23,367,3,978461308
23,47,2,978460152
23,296,5,978462095
23,442,3,978464598
23,50,4,978462095
23,52,4,978465537
23,377,5,978466309
23,951,3,978459882
23,1127,5,978464112
23,521,2,978462640
23,1129,4,978464367
23,60,3,978461604
23,457,3,978465744
23,1200,3,978463956
23,968,4,978464267
23,1060,1,978465404
23,608,4,978462095
23,70,4,978460739
23,76,3,978464461
23,610,5,978464267
23,1073,5,978461308
23,541,5,978464019
23,1148,3,978463614
23,1077,4,978464019
23,111,3,978465744
23,551,4,978460385
23,480,5,978464019
23,555,3,978462554
23,1089,4,978462330
23,556,2,978463137
23,125,3,978465419
23,1090,3,993706407
23,1097,4,978461308
23,493,4,978462452
23,1171,2,978460152
24,648,3,978134375
24,585,4,978133348
24,153,4,978134441
24,802,3,978133879
24,1193,5,978136709
24,590,4,978134286
24,1197,4,978132232
24,1198,5,978135169
24,592,4,978135247
24,593,5,978132483
24,597,4,978133171
24,303,4,978134351
24,318,4,978132735
24,175,4,978133814
24,329,3,978135339
24,902,4,978135045
24,260,5,978135156
24,261,4,978133879
24,266,2,978132963
24,912,5,978132500
24,919,5,978135156
24,920,5,978134987
24,858,5,978136660
24,1027,3,978133933
24,425,4,986157070
24,500,3,978134159
24,364,4,978131578
24,296,5,978132794
24,372,1,978133072
24,50,5,978135062
24,953,5,978132842
24,1057,4,978133305
24,380,3,978134313
24,527,5,978132483
24,608,5,978132668
24,539,3,978133273
24,468,4,978133414
24,1073,5,978135218
24,1079,4,978131980
24,110,4,978132879
24,1090,4,978132818
24,1094,4,978135019
24,208,1,978134085
25,588,2,978385998
25,223,5,978130919
25,150,4,978132793
25,157,3,978133433
25,1196,5,978132002
25,1198,5,978130633
25,737,3,978132853
25,688,4,978133460
25,329,2,978132488
25,260,5,978131930
25,780,4,978132216
25,788,2,978132488
25,435,3,978132739
25,1129,4,978132234
25,546,4,978132960
25,473,3,978133460
25,110,3,978133273
25,480,4,978132180
26,1179,4,978274105
26,719,3,978271742
26,648,3,978139685
26,216,2,978145295
26,217,3,978271309
26,724,3,978145618
26,1186,3,978272167
26,585,2,978139966
26,586,2,978140049
26,587,3,978138656
26,588,3,978142422
26,589,3,978271900
26,1,3,978130703
26,3,2,978140022
26,4,3,978145310
26,5,5,978144881
26,7,4,978141783
26,804,4,978145105
26,1196,2,978143174
26,736,3,978139735
26,1198,3,978146540
26,592,3,978146876
26,593,3,978130429
26,595,3,978273930
26,597,4,978138759
26,303,3,978145330
26,231,1,978139639
26,160,3,978272412
26,234,3,978140049
26,161,4,978138982
26,236,3,978271538
26,237,3,978271539
26,168,4,978141233
26,818,1,978140541
26,673,2,978140454
26,315,3,978145667
26,317,2,978143330
26,318,4,978130703
26,248,2,978140284
26,252,4,978141219
26,185,3,978276085
26,902,4,978273268
26,830,2,978140333
26,832,2,978274244
26,762,3,978145597
26,765,3,978145506
26,1003,2,978271488
26,694,3,978146288
26,333,1,978145560
26,260,3,978271884
26,11,3,978271282
26,261,2,978274244
26,337,1,978130782
26,16,4,978275215
26,339,3,978139421
26,267,2,978140520
26,195,3,978271857
26,198,4,978274312
26,1013,3,978273355
26,1015,3,978139894
26,412,5,978144309
26,413,2,978139790
26,416,3,978146104
26,344,1,978140097
26,276,3,978140162
26,278,3,978145631
26,852,4,978139520
26,780,3,978144236
26,1020,3,978271421
26,784,1,978139991
26,1021,2,978140454
26,788,1,978141204
26,1028,1,978142738
26,350,3,978144538
26,424,3,978145105
26,429,1,978140438
26,356,5,978138642
26,38,2,978145985
26,39,3,978271401
26,1100,2,978141233
26,1101,4,978140997
26,500,3,978138871
26,1035,2,978273268
26,432,2,978145481
26,361,4,978275709
26,435,3,978140370
26,364,3,978271665
26,45,5,978275432
26,368,2,978139503
26,48,3,978141288
26,511,5,978130485
26,440,3,978140997
26,441,2,978142561
26,370,1,978140333
26,517,3,978271809
26,518,1,978140071
26,445,1,978139936
26,377,4,978140997
26,378,4,978144788
26,1126,1,978140254
26,450,2,978144498
26,524,5,978138560
26,380,3,978271918
26,454,5,978139258
26,381,3,978142952
26,455,2,978140530
26,529,4,978130782
26,62,4,978143951
26,64,2,978141204
26,1201,2,978273280
26,1135,4,978141879
26,605,4,978275630
26,609,3,978140566
26,463,3,978271588
26,539,2,978138972
26,466,2,978139936
26,467,3,978144646
26,74,4,978141079
26,104,2,978138608
26,612,2,978145202
26,1073,3,978141633
26,540,3,978271857
26,542,3,978140370
26,471,4,978140977
26,472,3,978145453
26,1079,2,978146649
26,118,5,978141322
26,550,3,978271900
26,1084,4,978273251
26,480,4,978130485
26,1088,3,978271447
26,628,3,978138886
26,487,2,978146357
26,94,3,978275270
26,95,4,978139854
26,122,2,978141322
26,125,3,978275083
26,994,2,978273596
26,1090,3,978146594
26,1092,3,978139611
26,708,3,978144865
26,1097,2,978143197
26,491,3,978139421
26,499,5,978271741
26,207,5,978141306
26,208,2,978144615
26,135,2,978140333
27,1180,4,978129392
27,1188,3,978129368
27,2,1,978129692
27,1198,5,978130092
27,300,4,978128821
27,318,4,978129982
27,905,5,978129418
27,908,5,978129930
27,260,5,978129642
27,910,5,978129302
27,912,5,978129836
27,913,5,978129176
27,916,4,978129368
27,922,4,978129176
27,923,5,978129768
27,926,5,978130018
27,858,5,978128786
27,930,5,978129222
27,947,5,978129302
27,951,5,978128995
27,955,5,978129392
27,528,2,978129768
27,898,5,978129478
27,1136,5,978129392
27,971,5,978129982
27,1073,4,978129662
27,541,5,978129176
27,1097,5,978129642
28,1179,4,978126422
28,648,3,978982323
28,144,2,978982281
28,650,3,978126224
28,1,3,978985309
28,1193,3,978125194
28,1196,5,978125450
28,1197,5,978125233
28,1198,5,978125746
28,593,3,978125450
28,318,4,978125528
28,901,3,978125218
28,902,5,978126189
28,904,4,978125501
28,906,4,978126477
28,260,4,978125450
28,334,4,978125960
28,266,2,978982323
28,912,5,978985294
28,916,4,978985238
28,919,4,978125464
28,846,4,978125906
28,778,4,978126306
28,25,3,978126344
28,928,4,978125960
28,32,3,978125885
28,357,3,978126093
28,39,4,978126393
28,930,5,978126074
28,293,4,978126147
28,47,2,978982203
28,50,5,978125989
28,954,5,978125566
28,527,5,978985280
28,454,2,978125255
28,1200,4,978125796
28,898,4,978125705
28,899,3,978125906
28,1136,4,978126093
28,608,4,978126189
28,551,4,978982185
28,480,3,978982261
28,1097,3,978126452
29,589,4,978135871
29,733,4,978136307
29,1196,4,978135871
29,1198,5,978135796
29,163,2,978136162
29,318,5,978122961
29,260,5,978122580
29,912,2,978123093
29,21,2,978136022
29,349,3,978136307
29,858,5,978122910
29,353,4,978136162
29,288,5,978136129
29,1101,3,978136307
29,1036,5,978135796
29,50,5,978123014
29,377,3,978136098
29,1127,3,978136058
29,1129,3,978136239
29,457,3,978135871
29,1200,3,978135796
29,969,3,978136162
29,1135,3,978122580
29,610,4,978136239
29,541,3,978122988
29,474,2,978136022
29,110,5,978135913
29,1085,4,978123040
29,480,4,978136129
29,494,3,978136342
30,1176,5,978121997
30,720,3,978121996
30,589,4,978122110
30,150,3,978122074
30,593,5,978121924
30,162,2,978122010
30,318,4,978121841
30,17,4,978121841
30,296,3,978121947
30,1041,4,978121947
30,879,2,978121462
30,50,5,978121966
30,527,5,978121902
30,608,3,978122035
30,1097,5,978121513
31,648,5,978120588
31,1188,1,978120886
31,587,3,978121271
31,1197,5,978120971
31,901,3,978121765
31,905,5,978121140
31,11,3,978121584
31,910,5,978121088
31,21,3,978121476
31,921,2,978121140
31,356,5,978121271
31,357,5,978121329
31,933,5,978121516
31,934,3,978121765
31,368,3,978121765
31,946,3,978121608
31,947,4,978121038
31,440,4,978121400
31,951,4,978120588
31,955,5,978121375
31,957,4,978120364
31,1125,5,978121634
31,1129,4,978120610
31,961,4,978120735
31,898,4,978121400
31,1136,3,978120401
31,1073,5,978121088
31,1077,3,978121608
31,480,5,978120551
32,589,4,978123849
32,593,5,978123515
32,745,4,978123515
32,247,4,978123831
32,266,4,978121288
32,28,3,978122729
32,32,5,978121599
32,293,4,978123515
32,47,4,978119379
32,50,3,978123515
32,457,3,978123831
32,608,4,978123515
32,474,4,978123849
32,551,3,978121273
32,480,2,978118666
32,1088,4,978121564
33,1175,2,978558758
33,1183,2,978985480
